feature1,feature2,label
0.7867358300508833,0.3764535268435867,0
1.3990385049775689,1.159120607238182,1
0.6354647742735577,0.7531929921093412,1
-0.9387450375147394,1.518493955693708,0
0.09310842482504156,1.2171263595413655,0
-0.5798541669548938,2.1677428493725284,0
0.5643727301494462,0.9300940569559304,1
-0.7587564874212955,0.31713215341956136,0
0.000689524374617001,0.6930122145318498,0
1.9437253940763537,1.0808270151084463,1
0.6932106344214659,0.9258554637215625,1
0.4471255449185252,0.8311188449708666,1
1.6770483551434232,1.2161551941615598,1
1.0361517981748922,0.9917489847207721,1
-1.6251071582937016,1.8402647991602585,0
0.02416613329693007,0.7793192068394204,0
-1.1313259005089134,1.1675084614959998,0
1.0481203923144595,0.8617721743986123,1
-0.0025754666108241953,0.883593841251299,1
-0.1735800321901384,1.317987716045491,0
1.6779843250003377,0.864686124631433,1
-0.9343371555437192,0.3050944772116857,0
0.7235722154438349,-1.0447637519984312,0
0.47238822448542206,1.2766699366653218,0
-0.7165058021915935,0.618279963766023,0
-1.5377931895188324,0.694134954047166,0
-0.4225692586426464,2.5423254623563567,0
-0.14020077254354035,0.4826160082282752,1
-2.2439264695488728,1.2317552613211937,0
-0.5007894797339474,0.49606709861009246,0
-1.357199050057424,0.38842001374767043,0
-0.21371993146977808,1.191082645477931,0
1.0164208399193322,0.7966406219299382,1
1.491022004657339,0.8400502128614589,1
0.6343878231232434,1.2911987861797236,1
2.294426460128949,1.5580106381858387,1
0.668915972152998,0.8402325498444082,1
-0.2548965410665418,2.047863171946799,0
-0.287554935005237,0.7969180623262767,0
-1.2153730239857792,0.629079440355261,0
-0.2469215530084754,0.7173713710546683,1
1.0469574101118193,1.413364683424343,1
-0.41835211636513536,-0.16503267709475433,0
0.7034235258313426,1.0380018602962593,1
0.8419262417438824,1.4064504055917686,1
0.5513180793455753,0.9277026174934433,1
-1.5858785178425676,1.6561585990778016,0
0.9289095341980276,0.6185103525978075,1
2.066052708263213,1.7632316654063738,1
-0.051282036025049105,1.0791635721882251,0
2.38062536869121,1.3364550449760986,1
1.9826658652518718,1.2675158353939393,1
1.1641584144249346,1.2660768603328696,1
2.4921910669131586,1.6432157172953923,0
-1.5090213652730449,1.1457176993287714,0
-0.17670519747673175,0.6816606887214272,1
0.3881329582364441,1.3289489312417695,0
1.2127404897559297,0.9272414814976699,1
0.43172395964294863,0.6594050473623712,1
1.6445527476021677,1.2226682549389198,1
0.7058334602488323,0.9440395438959264,0
-0.9161167889633458,0.2095706316453272,0
0.32892008526082417,1.0782497082534135,1
0.5817604864508799,0.9585730953471149,1
-0.9671314889434233,0.12134718910415376,1
-0.44420815864065943,0.6039049621102582,0
1.2340101046738265,1.0013004909850467,1
0.11046440144805003,0.8085736787371441,0
-0.28576979896053856,1.438490937493881,0
2.681184038468327,1.5936090481434215,1
-2.3808422832559666,0.5574126915963195,0
-0.9802265632198024,0.6275114748786194,1
-2.5106062241674456,1.2809020308672192,0
-3.341323405188518,2.4448054293599295,0
-1.7454549119681078,3.1636685539932614,0
-1.2123469656953574,1.1791046520220188,0
0.612224301243029,0.9647131579082573,1
0.3435396425243983,0.8175311292169811,1
1.594898597122373,1.2395142071563783,1
1.4490734700760664,-0.5179084050684561,0
0.12356899713422098,0.4144063986601888,1
-0.30656995747486704,0.9595021528470667,0
-2.026297682777865,0.12509835786386958,0
-0.14229950357886167,0.5669066846224478,1
1.6953261508853155,1.2120581620885778,1
-0.428024105295542,0.5484951951409611,1
0.36141929782182625,0.7388824604708973,1
1.5941626340090935,0.9928836879372912,1
0.6278086481240477,0.9546684720617689,1
-0.30470739468830255,0.9296390048046443,0
1.0062254054545432,1.064398536773977,1
-0.4444135323123415,0.5362207378302015,1
1.9554822768375146,1.4152849225870183,1
-2.104455003422541,1.1614508390695497,0
0.3541817548970284,0.549554667407453,1
-0.7161898367967854,1.4716019091810997,0
1.2968741137742765,1.0280893901010015,1
-1.9845441918331723,0.4991995875992763,0
-1.4612078641159323,0.3449215558466894,0
-0.5570516156623759,0.6115136248254973,0
-0.025073051405071434,0.6586335584123633,1
-2.189809532345266,0.7786632425800963,0
0.42969955487538636,0.04492675436426219,0
-2.7944568885886536,1.9956689135873575,0
1.666993006131995,0.9611274135050923,1
-1.6450857299072408,1.155469158224827,0
-0.23105899541539254,-0.07017236098182433,0
2.1745260908340445,1.0191192007276402,1
1.0544568081442234,1.104850438472535,0
-2.4800930542876434,1.140722138456606,0
2.4011524029759945,1.2860234308782064,1
-1.717571506830951,1.6183206291255472,0
2.4642849972825096,1.4846420707517494,1
0.7185318700025534,0.5521198992025471,1
1.4298408880217655,1.4209171704637509,1
0.5286805694795045,0.41988547704454704,1
-0.4807914916691779,1.7718552115849855,0
1.339813883422121,1.131212564706423,1
-0.7455435911171253,0.26858293830658087,1
2.6714264774694314,1.5670194728772353,1
-1.324628324542173,1.2356827923329265,0
-0.07881382826261452,0.8958241831647085,1
2.338289567786635,1.2614647245519874,1
2.580643906631648,1.4809623154365195,1
0.8813896771820613,1.040217139615523,1
1.0974126412580072,1.0460776784581074,1
0.4641659923596084,0.9995473333184282,1
-0.41775694725542634,0.19228359055165611,0
0.044269038524702986,0.8602885994651176,1
2.0195868849810656,0.9647082904514439,1
-2.0215222767133865,1.2557944573410187,0
-0.4556917571932352,0.6296604534376063,0
-1.5531692646238093,1.4014952065943587,0
-0.6503346906524865,0.9789655533895141,0
0.39495567050477987,0.5705512812044313,1
-2.970377444050209,0.6085020921794242,0
0.06558502010039868,0.4302954085826127,1
-1.3465866791740344,1.4890200425371702,0
1.1303450883227213,1.212673418244688,1
1.404439037335615,1.419772352870158,1
0.35479648567353217,0.8002174858145044,1
-1.0912786534450296,1.183105888686917,0
1.0393967553320478,0.8311277336079069,1
-0.2801066267318625,0.26839154362008044,0
1.2071823668334136,1.0431776357630256,1
-0.06248748445352881,0.41819233787336163,1
-1.1275436117929685,1.8786016683452755,0
-0.19300386723283214,0.1596199143009197,0
-0.42479611303526454,0.5404755067874673,0
0.2922220878792168,0.9581628198673027,1
